,index,Date.time,Power.me,Mean,Upper,Lower,Squared Error,Absolute Error,Turbine
423,366481,2021-01-29 23:00:00,322.3636207580567,322.33707194734166,442.2807869669031,205.0755711753567,0.0007048393503831,0.0265488107150417,2
424,366536,2021-01-30 08:10:00,1650.8482849121108,1607.3317351628468,1714.731524165579,1482.653178436412,1893.6901020801652,43.51654974926396,2
425,366583,2021-01-30 16:00:00,1518.547973632813,1572.9865641854803,1685.5975486908264,1450.0695815090887,2963.5601413609675,54.43859055266739,2
426,366601,2021-01-30 19:00:00,1430.1227966308602,1443.377072472265,1565.916374380676,1301.0745892451882,175.6758280800384,13.254275841404478,2
427,366653,2021-01-31 03:40:00,340.2882469177247,311.41022185118453,420.3131000181228,198.37219686974893,833.940331743721,28.878025066540147,2
428,366669,2021-01-31 06:20:00,592.8022079467775,458.9756338226293,585.0640821854727,350.14326338039456,17909.551941806127,133.82657412414818,2
429,366683,2021-01-31 08:40:00,431.72577514648447,392.39532756773855,493.56828737427895,258.60414988792803,1546.8841067444807,39.33044757874592,2
430,366985,2021-02-02 17:20:00,1512.775677490237,1500.4284167296933,1613.1487114205202,1388.6396197632723,152.45484828886475,12.347260760543804,2
431,367006,2021-02-02 20:50:00,1297.2131958007824,1333.1276305355825,1453.4547605975504,1218.697065153701,1289.8466223202176,35.914434734800125,2
432,367024,2021-02-02 23:50:00,1358.5231445312495,1356.4356194617092,1477.6510730372215,1249.8312972188337,4.357760915959376,2.087525069540334,2
433,367074,2021-02-03 08:10:00,207.78789291381852,188.8432434599522,310.5694783984092,90.02299968535822,358.89974292987796,18.944649453866333,2
434,367111,2021-02-03 14:20:00,474.8945228576661,529.5427843742215,646.238400067358,416.94492384980975,2986.4324867818245,54.64826151655535,2
435,367125,2021-02-03 16:40:00,607.3340347290039,556.8451149403849,694.3442408510185,420.0408731019792,2549.1310214216032,50.488919788619,2
436,367155,2021-02-03 21:40:00,750.9991485595704,715.1803118633212,842.7695593272574,569.2876923970276,1282.9890622725648,35.81883669624915,2
437,367158,2021-02-03 22:10:00,527.0009963989257,571.8884685051819,681.5788292786511,459.3839224118784,2014.8851520899243,44.887472106256155,2
438,367181,2021-02-04 02:00:00,1045.494207763674,1183.7307826725423,1313.4866022273538,1042.1862707781202,19109.35064253516,138.2365749088683,2
439,367213,2021-02-04 07:20:00,412.1755065917969,385.3401550123184,497.31185872803553,267.2186667995568,720.1360943942176,26.83535157947847,2
440,367262,2021-02-04 15:30:00,301.96876602172847,338.3475375521033,459.25174532834615,229.21770679921775,1323.4150180592096,36.37877153037482,2
441,367277,2021-02-04 18:00:00,502.3042526245119,453.7732112109252,570.8776805893527,335.8044957878238,2355.261980687268,48.531041413586706,2
442,367286,2021-02-04 19:30:00,172.09500362998557,149.3435053294786,258.55573114551703,34.00284049119876,517.6306749179714,22.751498300506967,2
